period,registration_type,brand,nameplate,model,trim_label,grade,drive,range_km,battery_kwh,powertrain_hint,segment,body_type,market_position,powertrain,brand_segment,units,raw_label
2025-02,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,121.0,HAVAL JOLION HYBRID
2025-06,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,121.0,XPENG X9 LONG RANGE
2026-01,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,120.0,HAVAL H6 PLUG-IN HYBRID
2022-01,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,120.0,MG EP
2024-03,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,120.0,ORA ORA 07
2024-11,RY1,BYD,Atto 3,Atto 3,480KM-EXT,EXT,,480.0,,,B,CROSSOVER,VOLUME,BEV,MASS,120.0,BYD BYD ATTO3 (480KM-EXT)
2024-11,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,120.0,BYD BYD DOLPHIN (490KM-EXT)
2025-09,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,120.0,BYD BYD DOLPHIN (490KM-EXT)
2023-05,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,119.0,MG ES
2025-06,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,118.0,MG MG3
2025-10,RY1,Zeekr,Zeekr 009,Zeekr 009,,,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,118.0,ZEEKR ZEEKR 009
2023-01,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,117.0,MG HS PHEV
2023-07,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,117.0,MG MAXUS 9
2024-01,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,117.0,MG MAXUS 9
2023-07,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,116.0,TESLA MODEL Y LONG RANGE
2026-01,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,115.0,MG ZS EV
2024-07,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,115.0,MG ZS
2025-08,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,115.0,TESLA Model 3 Rear-Wheel Drive
2025-11,RY1,Zeekr,Zeekr X,Zeekr X,7X,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,115.0,ZEEKR ZEEKR 7X
2022-12,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,114.0,MG MG EXTENDER
2023-09,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,114.0,MG ES
2023-12,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,114.0,MG MG EXTENDER
2025-01,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,114.0,MG HS PHEV
2025-07,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,114.0,BYD BYD DOLPHIN (490KM-EXT)
2026-01,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE EXECUTIVE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,113.0,XPENG X9 LONG RANGE(EXECUTIVE)
2023-04,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,113.0,HAVAL H6 PLUG-IN HYBRID
2025-03,RY1,Jaecoo,Jaecoo 6 EV,Jaecoo 6 EV,Long Range 4WD,LONG RANGE,4WD,,,,B,CROSSOVER,VOLUME,BEV,MASS,113.0,JAECOO 6 EV Long Range 4WD
2025-03,RY1,Chery,Omoda C5,Omoda C5,EV Long Range Ultimate,LONG RANGE,,,,BEV,B,CROSSOVER,VOLUME,BEV,MASS,113.0,OMODA C5 EV Long Range Ultimate
2025-08,RY1,Aion,Aion UT,Aion UT,500 PREMIUM,PREMIUM,,500.0,,,B,HATCHBACK,MIXED,BEV,MASS,113.0,AION AION UT 500 PREMIUM
2026-01,RY1,XPeng,XPeng G6,XPeng G6,RWD Long Range,LONG RANGE,RWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,112.0,XPENG G6 RWD Long Range
2025-05,RY1,XPeng,XPeng G6,XPeng G6,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,112.0,XPENG G6 STANDARD RANGE
2025-07,RY1,Neta,Neta X,Neta X,,,,,,,B,CROSSOVER,VOLUME,BEV,BUDGET,112.0,NETA NETA X
2025-08,RY1,Zeekr,Zeekr 009,Zeekr 009,,,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,112.0,ZEEKR ZEEKR 009
2025-10,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,112.0,MG MG5
2025-12,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,PREMIUM,PREMIUM,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,112.0,BYD BYD SEALION 6 DM-i PREMIUM
2022-06,RY1,GWM,Haval H6,Haval H6,HEV PRO,PRO,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,111.0,HAVAL H6 HEV PRO
2024-04,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,111.0,MG ZS
2024-08,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,111.0,MG ZS
2025-04,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,111.0,NETA NETA V-II
2025-11,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,111.0,BYD BYD DOLPHIN (490KM-EXT)
2025-12,RY1,MG,MG IM6,MG IM6,,,,,,,D,CROSSOVER,LUXURY,BEV,MASS,111.0,MG IM6
2022-12,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,110.0,MG VS HEV
2023-01,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,110.0,MG MG EXTENDER
2023-12,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,110.0,MG VS HEV
2024-12,RY1,Aion,Hyptec HT,Hyptec HT,620 PREMIUM,PREMIUM,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,110.0,AION HYPTEC HT 620 PREMIUM
2025-09,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,110.0,MG MG3
2025-04,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,109.0,CHANGAN LUMIN L DC
2025-11,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,109.0,MG MG3
2026-01,RY1,MG,MG Maxus 7,MG Maxus 7,,,,,,,D,MPV,UPPER,ICE,MASS,108.0,MG MAXUS 7
2024-10,RY1,BYD,Atto 3,Atto 3,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,108.0,BYD BYD ATTO 3
2025-08,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,108.0,MG MG3
2023-01,RY1,MG,MG4 Electric,MG4 Electric,,,,,,,C,HATCHBACK,VOLUME,BEV,MASS,107.0,MG MG4 ELECTRIC
2023-05,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,107.0,HAVAL H6 PLUG-IN HYBRID
2023-06,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,107.0,MG ZS EV
2024-12,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,107.0,MG ZS EV
2025-11,RY1,XPeng,XPeng G6,XPeng G6,RWD Long Range,LONG RANGE,RWD,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,107.0,XPENG G6 RWD Long Range
2025-12,RY1,Deepal,Deepal S07,Deepal S07,,,,,,,C,CROSSOVER,UPPER,BEV,MASS,107.0,DEEPAL S07
2025-12,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,107.0,MG EP
2024-05,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,106.0,ORA ORA 07
2024-10,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,106.0,MG ZS
2025-02,RY1,Jaecoo,Jaecoo 6 EV,Jaecoo 6 EV,Long Range 4WD,LONG RANGE,4WD,,,,B,CROSSOVER,VOLUME,BEV,MASS,106.0,JAECOO 6 EV Long Range 4WD
2025-09,RY1,Denza,Denza D9,Denza D9,FWD,,FWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,106.0,DENZA DENZA D9 FWD
2025-09,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,106.0,XPENG X9 LONG RANGE
2023-03,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,105.0,MG HS
2023-04,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,105.0,MG ZS EV
2023-06,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,105.0,HAVAL H6 PLUG-IN HYBRID
2024-01,RY1,GWM,Tank 300,Tank 300,,,,,,,C,PPV,UPPER,HEV,MASS,105.0,GWM TANK 300 HYBRID
2025-07,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,105.0,TESLA Model 3 Rear-Wheel Drive
2025-11,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,105.0,TESLA Model Y Rear-Wheel Drive
2023-01,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,104.0,MG HS
2023-10,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,104.0,MG MAXUS 9
2024-06,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,104.0,ORA ORA 07
2024-11,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,104.0,HAVAL JOLION HYBRID
2024-11,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,104.0,TESLA Model 3 Rear-Wheel Drive
2024-12,RY1,Changan,Changan Lumin,Changan Lumin,L DC,,,,,,A,HATCHBACK,ENTRY,BEV,MASS,104.0,CHANGAN LUMIN L DC
2025-10,RY1,BYD,Atto 3,Atto 3,480KM-EXT,EXT,,480.0,,,B,CROSSOVER,VOLUME,BEV,MASS,104.0,BYD BYD ATTO3 (480KM-EXT)
2025-12,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,104.0,MG MG5
2022-10,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,103.0,MG HS
2023-02,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,103.0,TESLA MODEL 3 LONG RANGE
2023-03,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,103.0,MG HS PHEV
2024-05,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,103.0,MG ZS
2025-11,RY1,Deepal,Deepal S05,Deepal S05,REEV MAX,MAX,,,,REEV,B,CROSSOVER,VOLUME,MIXED,MASS,103.0,DEEPAL S05 REEV MAX
2025-12,RY1,Zeekr,Zeekr X,Zeekr X,7X,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,103.0,ZEEKR ZEEKR 7X
2024-02,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,102.0,MG VS HEV
2024-05,RY1,BYD,Seal,Seal,EXD RWD,,RWD,,,,D,SEDAN,UPPER,BEV,MASS,102.0,BYD BYD SEAL EXD RWD
2024-08,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,102.0,TESLA Model 3 Performance
2025-02,RY1,BYD,Sealion 7,Sealion 7,RWD,,RWD,,,,D,CROSSOVER,UPPER,BEV,MASS,102.0,BYD BYD SEALION 7 RWD
2022-10,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,101.0,MG ZS EV
2023-03,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,101.0,TESLA Model 3 Rear-Wheel Drive
2024-07,RY1,BYD,Atto 3,Atto 3,410KM-DYNAMIC,DYNAMIC,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,101.0,BYD BYD ATTO3 (410KM-DYNAMIC)
2024-09,RY1,Tesla,Model 3,Model 3,PERFORMANCE,PERFORMANCE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,101.0,TESLA Model 3 Performance
2025-02,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,101.0,MG MG EXTENDER
2025-04,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,101.0,MG MG3
2025-10,RY1,Zeekr,Zeekr X,Zeekr X,7X,,,,,,B,CROSSOVER,UPPER,BEV,PREMIUM_TECH,101.0,ZEEKR ZEEKR 7X
2025-11,RY1,MG,MG5,MG5,,,,,,,C,SEDAN,VOLUME,ICE,MASS,101.0,MG MG5
2026-01,RY1,Jaecoo,Jaecoo 6T EV,Jaecoo 6T EV,Long Range 4WD,LONG RANGE,4WD,,,,C,CROSSOVER,UPPER,BEV,MASS,100.0,JAECOO 6T EV Long Range 4WD
2022-01,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,99.0,MG HS PHEV
2022-07,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,99.0,MG HS PHEV
2024-05,RY1,Tesla,Model 3,Model 3,LONG RANGE,LONG RANGE,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,99.0,TESLA MODEL 3 LONG RANGE
2025-06,RY1,Avatr,Avatr 11,Avatr 11,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,LUXURY,BEV,PREMIUM_TECH,99.0,AVATR AVATR 11 LONG RANGE
2025-12,RY1,Aion,Hyptec HT,Hyptec HT,620 PREMIUM,PREMIUM,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,99.0,AION HYPTEC HT 620 PREMIUM
2026-01,RY1,Tesla,Model 3,Model 3,Long Range RWD,LONG RANGE,RWD,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,98.0,TESLA Model 3 Long Range RWD
2023-10,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,98.0,TESLA Model Y Rear-Wheel Drive
2024-03,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,98.0,MG HS
2024-05,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,98.0,BYD BYD SEAL STD RWD
2025-05,RY1,GWM,Ora Good Cat,Ora Good Cat,07,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,98.0,ORA ORA 07
2025-06,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,98.0,HAVAL H6 PLUG-IN HYBRID
2025-06,RY1,XPeng,XPeng G6,XPeng G6,STANDARD RANGE,STANDARD RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,98.0,XPENG G6 STANDARD RANGE
2025-12,RY1,Deepal,Deepal S05,Deepal S05,REEV MAX,MAX,,,,REEV,B,CROSSOVER,VOLUME,MIXED,MASS,98.0,DEEPAL S05 REEV MAX
2022-12,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,97.0,MG HS PHEV
2023-12,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,97.0,MG HS PHEV
2024-04,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,97.0,TESLA Model 3 Rear-Wheel Drive
2024-11,RY1,BYD,Atto 3,Atto 3,410KM-DYNAMIC,DYNAMIC,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,97.0,BYD BYD ATTO3 (410KM-DYNAMIC)
2023-07,RY1,GWM,Haval H6,Haval H6,PLUG-IN HYBRID,,,,,PHEV,C,CROSSOVER,UPPER,MIXED,MASS,96.0,HAVAL H6 PLUG-IN HYBRID
2023-09,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,96.0,MG ZS EV
2023-10,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,96.0,MG ZS EV
2024-07,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,96.0,MG VS HEV
2025-09,RY1,Aion,Aion UT,Aion UT,500 PREMIUM,PREMIUM,,500.0,,,B,HATCHBACK,MIXED,BEV,MASS,96.0,AION AION UT 500 PREMIUM
2025-10,RY1,Neta,Neta V,Neta V,,,,,,,A,CROSSOVER,VOLUME,BEV,BUDGET,96.0,NETA NETA V-II
2025-12,RY1,BYD,Seal,Seal,5 DM-i PREMIUM,PREMIUM,,,,PHEV,D,SEDAN,UPPER,BEV,MASS,96.0,BYD BYD SEAL 5 DM-i PREMIUM
2025-01,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,95.0,MG ZS
2025-10,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,95.0,MG VS HEV
2025-10,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,95.0,TESLA Model Y Rear-Wheel Drive
2024-02,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,94.0,MG MAXUS 9
2024-03,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,94.0,MG VS HEV
2024-06,RY1,BYD,Seal,Seal,STD RWD,STD,RWD,,,,D,SEDAN,UPPER,BEV,MASS,94.0,BYD BYD SEAL STD RWD
2025-01,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,94.0,MG ZS EV
2022-11,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,93.0,MG HS
2023-10,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,93.0,HAVAL H6 HEV ULTRA
2023-11,RY1,BYD,Atto 3,Atto 3,410KM,,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,93.0,BYD BYD ATTO 3 (410KM)
2024-02,RY1,BYD,Seal,Seal,EXD AWD,,AWD,,,,D,SEDAN,UPPER,BEV,MASS,93.0,BYD BYD SEAL EXD AWD
2024-04,RY1,BYD,Seal,Seal,EXD RWD,,RWD,,,,D,SEDAN,UPPER,BEV,MASS,93.0,BYD BYD SEAL EXD RWD
2024-09,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,93.0,MG MG EXTENDER
2024-12,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,93.0,BYD BYD DOLPHIN (490KM-EXT)
2025-03,RY1,XPeng,XPeng G6,XPeng G6,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,UPPER,BEV,PREMIUM_TECH,93.0,XPENG G6 LONG RANGE
2025-08,RY1,XPeng,XPeng X9,XPeng X9,LONG RANGE,LONG RANGE,,,,,E,MPV,LUXURY,BEV,PREMIUM_TECH,93.0,XPENG X9 LONG RANGE
2025-10,RY1,Aion,Aion Y Plus,Aion Y Plus,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,93.0,AION AION Y PLUS
2025-12,RY1,Denza,Denza D9,Denza D9,FWD,,FWD,,,,E,MPV,LUXURY,MIXED,PREMIUM_LUXURY,93.0,DENZA DENZA D9 FWD
2026-01,RY1,Deepal,Deepal S05,Deepal S05,PLUS,PLUS,,,,,B,CROSSOVER,VOLUME,MIXED,MASS,92.0,DEEPAL S05 PLUS
2023-02,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,92.0,MG MG EXTENDER
2023-04,RY1,GWM,Ora Good Cat,Ora Good Cat,,,,,,,B,HATCHBACK,VOLUME,BEV,MASS,92.0,ORA GOOD CAT
2023-04,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,92.0,TESLA MODEL Y PERFORMANCE
2023-10,RY1,Tesla,Model Y,Model Y,PERFORMANCE,PERFORMANCE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,92.0,TESLA MODEL Y PERFORMANCE
2024-03,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,92.0,HAVAL H6 HEV ULTRA
2025-03,RY1,GWM,Haval Jolion,Haval Jolion,HYBRID,,,,,HEV,B,CROSSOVER,VOLUME,HEV,MASS,92.0,HAVAL JOLION HYBRID
2025-10,RY1,Tesla,Model 3,Model 3,Rear-Wheel Drive,,,,,,D,SEDAN,MIXED,BEV,PREMIUM_TECH,92.0,TESLA Model 3 Rear-Wheel Drive
2025-12,RY1,MG,MG3,MG3,,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,92.0,MG MG3
2022-07,RY1,MG,MG HS,MG HS,,,,,,,C,CROSSOVER,MIXED,MIXED,MASS,91.0,MG HS
2023-06,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,91.0,TESLA Model Y Rear-Wheel Drive
2023-10,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,91.0,TESLA MODEL Y LONG RANGE
2024-02,RY1,GWM,Haval H6,Haval H6,HEV ULTRA,ULTRA,,,,HEV,C,CROSSOVER,UPPER,MIXED,MASS,91.0,HAVAL H6 HEV ULTRA
2025-03,RY1,BYD,Dolphin,Dolphin,490KM-EXT,EXT,,490.0,,,B,HATCHBACK,VOLUME,BEV,MASS,91.0,BYD BYD DOLPHIN (490KM-EXT)
2025-07,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,DYNAMIC,DYNAMIC,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,91.0,BYD BYD SEALION 6 DM-i DYNAMIC
2025-11,RY1,MG,MG IM6,MG IM6,,,,,,,D,CROSSOVER,LUXURY,BEV,MASS,91.0,MG IM6
2023-11,RY1,Tesla,Model Y,Model Y,LONG RANGE,LONG RANGE,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,90.0,TESLA MODEL Y LONG RANGE
2023-05,RY1,MG,MG Extender,MG Extender Double Cab,,,,,,,F,PICKUP,VOLUME,ICE,MASS,89.0,MG MG EXTENDER
2023-10,RY1,MG,MG ES,MG ES,,,,,,,C,CROSSOVER,VOLUME,BEV,MASS,89.0,MG ES
2024-06,RY1,BYD,Atto 3,Atto 3,410KM-DYNAMIC,DYNAMIC,,410.0,,,B,CROSSOVER,VOLUME,BEV,MASS,88.0,BYD BYD ATTO3 (410KM-DYNAMIC)
2024-06,RY1,MG,MG EP,MG EP,,,,,,,B,WAGON,VOLUME,BEV,MASS,88.0,MG EP
2025-07,RY1,Aion,Hyptec HT,Hyptec HT,620 PREMIUM,PREMIUM,,620.0,,,D,CROSSOVER,UPPER,BEV,MASS,88.0,AION HYPTEC HT 620 PREMIUM
2025-12,RY1,BYD,BYD M6,BYD M6,EXTENDED,,,,,,C,MPV,VOLUME,BEV,MASS,88.0,BYD BYD M6 EXTENDED
2026-01,RY1,Deepal,Deepal L07,Deepal L07,,,,,,,D,SEDAN,UPPER,BEV,MASS,87.0,DEEPAL L07
2024-09,RY1,MG,MG ZS,MG ZS,,,,,,,B,CROSSOVER,VOLUME,ICE,MASS,87.0,MG ZS
2025-07,RY1,Tesla,Model Y,Model Y,Rear-Wheel Drive,,,,,,D,CROSSOVER,MIXED,BEV,PREMIUM_TECH,87.0,TESLA Model Y Rear-Wheel Drive
2025-12,RY3,BYD,BYD T3,BYD T3,,,,,,,UNKNOWN,VAN,VOLUME,BEV,MASS,87.0,BYD T3
2022-05,RY1,MG,MG3,MG3,NEW,,,,,,B,HATCHBACK,VOLUME,HEV,MASS,86.0,MG NEW MG3
2023-07,RY1,MG,MG ZS EV,MG ZS EV,,,,,,,B,CROSSOVER,VOLUME,BEV,MASS,86.0,MG ZS EV
2024-03,RY1,MG,MG Maxus 9,MG Maxus 9,,,,,,,E,MPV,LUXURY,BEV,MASS,86.0,MG MAXUS 9
2024-09,RY1,MG,MG VS HEV,MG VS HEV,,,,,,,B,CROSSOVER,VOLUME,HEV,MASS,86.0,MG VS HEV
2025-02,RY1,BYD,Sealion 6 DM-i,Sealion 6 DM-i,PREMIUM,PREMIUM,,,,,C,CROSSOVER,VOLUME,PHEV,MASS,86.0,BYD BYD SEALION 6 DM-i PREMIUM
2025-02,RY1,MG,MG HS,MG HS,PHEV,,,,,PHEV,C,CROSSOVER,MIXED,MIXED,MASS,86.0,MG HS PHEV
